Estimate,Std. Error,z value,Pr(>|z|),term
7.571368834004721,0.04977078573255221,152.1247599885232,0,(Intercept)
-0.6868768773962464,0.07039577057526478,-9.757360020114573,1.7156302501307882e-22,sin1
-1.0509101027420242,0.07037727084615888,-14.932521396563672,2.0246334850794012e-50,cos1
0.4399463880517104,0.07040043535918024,6.249199821096578,4.125608250216209e-10,sin2
-0.13053968003347963,0.07037261272458749,-1.8549784494198602,0.06359930408119058,cos2
